journal_name,title,publication_date,year,doi,url,abstract,authors_raw,n_authors,citations,downloads,n_references,topic_label
Big Data and Cognitive Computing,3D Urban Digital Twinning on the Web with Low-Cost Technology: 3D Geospatial Data and IoT Integration for Wellness Monitoring,2025-4-21,2025,10.3390/bdcc9040107,https://doi.org/10.3390/bdcc9040107,"<jats:p>Recent advances in computer science and geomatics have enabled the digitalization of complex two-dimensional and three-dimensional spatial environments and the sharing of geospatial data on the web. Simultaneously, the widespread adoption of Internet of Things (IoT) technology has facilitated the rapid deployment of low-cost sensor networks in various scientific applications. The integration of real-time IoT data acquisition in 3D urban environments lays the foundation for the development of Urban Digital Twins. This work proposes a possible low-cost solution as a sample of a structure for 3D digital twinning on the web, presenting a case study related to weather monitoring analysis. Specifically, an indoor-outdoor environmental conditions monitoring system integrated with 3D geospatial data on a 3D WebGIS platform was developed. This solution can be considered as a first step for monitoring human and environmental wellness within a geospatial analysis system that integrates several open-source modules that provide different kinds of information (geospatial data, 3D models, and IoT acquisition). The structure of this system can be valuable for municipalities and private stakeholders seeking to conduct environmental geospatial analysis using cost-effective solutions.</jats:p>",Marcello La Guardia,1,4,NA,60,Otros
Big Data and Cognitive Computing,"Correction: Chen et al. Mandarin Recognition Based on Self-Attention Mechanism with Deep Convolutional Neural Network (DCNN)-Gated Recurrent Unit (GRU). Big Data Cogn. Comput. 2024, 8, 195",2025-3-5,2025,10.3390/bdcc9030060,https://doi.org/10.3390/bdcc9030060,<jats:p>Missing Funding [...]</jats:p>,Xun Chen; Chengqi Wang; Chao Hu; Qin Wang,4,1,NA,1,Machine Learning
Big Data and Cognitive Computing,Cross-Dataset Emotion Valence Prediction Approach from 4-Channel EEG: CNN Model and Multi-Modal Evaluation,2025-11-5,2025,10.3390/bdcc9110280,https://doi.org/10.3390/bdcc9110280,"<jats:p>Emotion recognition based on electroencephalography (EEG) has gained significant attention due to its potential applications in human–computer interaction, affective computing, and mental health assessment. This study presents a convolutional neural network-based approach to emotion valence prediction model development using 4-channel headband EEG data as well as its evaluation based on computer vision emotion valence recognition. We trained a model on the publicly available FACED and SEED datasets and tested it on a newly collected dataset recorded using a wearable BrainBit headband. The model’s performance is evaluated using both standard train–validation–test splitting and a leave-one-subject-out cross-validation strategy. Additionally, the model is evaluated on computer vision-based emotion recognition system to assess the reliability and consistency of EEG-based emotion prediction. Experimental results demonstrate that the CNN model achieves competitive accuracy in predicting emotion valence from EEG signals, despite the challenges posed by limited channel availability and individual variability. The findings show the usability of compact EEG devices for real-time emotion recognition and their potential integration into adaptive user interfaces and mental health applications.</jats:p>",Vladimir Romaniuk; Alexey Kashevnik,2,0,NA,26,Machine Learning
Big Data and Cognitive Computing,Towards the Adoption of Recommender Systems in Online Education: A Framework and Implementation,2025-10-14,2025,10.3390/bdcc9100259,https://doi.org/10.3390/bdcc9100259,"<jats:p>The rapid expansion of online education has generated large volumes of learner interaction data, highlighting the need for intelligent systems capable of transforming this information into personalized guidance. Educational Recommender Systems (ERS) represent a key application of big data analytics and machine learning, offering adaptive learning pathways that respond to diverse student needs. For widespread adoption, these systems must align with pedagogical principles while ensuring transparency, interpretability, and seamless integration into Learning Management Systems (LMS). This paper introduces a comprehensive framework and implementation of an ERS designed for platforms such as Moodle. The system integrates big data processing pipelines to support scalability, real-time interaction, and multi-layered personalization, including data collection, preprocessing, recommendation generation, and retrieval. A detailed use case demonstrates its deployment in a real educational environment, underlining both technical feasibility and pedagogical value. Finally, the paper discusses challenges such as data sparsity, learner model complexity, and evaluation of effectiveness, offering directions for future research at the intersection of big data technologies and digital education. By bridging theoretical models with operational platforms, this work contributes to sustainable and data-driven personalization in online learning ecosystems.</jats:p>",Alex Martínez-Martínez; Águeda Gómez-Cambronero; Raul Montoliu; Inmaculada Remolar,4,4,NA,42,Machine Learning
Big Data and Cognitive Computing,Self-Supervised Foundation Model for Template Matching,2025-2-11,2025,10.3390/bdcc9020038,https://doi.org/10.3390/bdcc9020038,"<jats:p>Finding a template location in a query image is a fundamental problem in many computer vision applications, such as localization of known objects, image registration, image matching, and object tracking. Currently available methods fail when insufficient training data are available or big variations in the textures, different modalities, and weak visual features exist in the images, leading to limited applications on real-world tasks. We introduce Self-Supervised Foundation Model for Template Matching (Self-TM), a novel end-to-end approach to self-supervised learning template matching. The idea behind Self-TM is to learn hierarchical features incorporating localization properties from images without any annotations. As going deeper in the convolutional neural network (CNN) layers, their filters begin to react to more complex structures and their receptive fields increase. This leads to loss of localization information in contrast to the early layers. The hierarchical propagation of the last layers back to the first layer results in precise template localization. Due to its zero-shot generalization capabilities on tasks such as image retrieval, dense template matching, and sparse image matching, our pre-trained model can be classified as a foundation one.</jats:p>",Anton Hristov; Dimo Dimov; Maria Nisheva-Pavlova,3,5,NA,51,Machine Learning
Big Data and Cognitive Computing,LAI: Label Annotation Interaction-Based Representation Enhancement for End to End Relation Extraction,2025-7-29,2025,10.3390/bdcc9080198,https://doi.org/10.3390/bdcc9080198,"<jats:p>End-to-end relation extraction (E2ERE) generally performs named entity recognition and relation extraction either simultaneously or sequentially. While numerous studies on E2ERE have centered on enhancing span representations to improve model performance, challenges remain due to the gaps between subtasks (named entity recognition and relation extraction) and the modeling discrepancies between entities and relations. In this paper, we propose a novel Label Annotation Interaction-based representation enhancement method for E2ERE, which institutes a two-phase semantic interaction to augment representations. Specifically, we firstly feed label annotations that are easy to manually annotate into a language model, and conduct the first-round interaction between three types of tokens with a partial attention mechanism; Then we construct a latent multi-view graph to capture various possible links between label and entity (pair) nodes, facilitating the second-round interaction between entities and labels. A series of comparative experiments with methods of various transformer-based architectures currently in use show that LAI-Net can maintain performance on par with the current SOTA in terms of NER task, and achieves significant improvements over existing SOTA models in terms of RE task.</jats:p>",Rongxuan Lai; Wenhui Wu; Li Zou; Feifan Liao; Zhenyi Wang; Haibo Mi,6,0,NA,23,Machine Learning
Big Data and Cognitive Computing,Training Neural Networks with a Procedure Guided by BNF Grammars,2025-1-2,2025,10.3390/bdcc9010005,https://doi.org/10.3390/bdcc9010005,"<jats:p>Artificial neural networks are parametric machine learning models that have been applied successfully to an extended series of classification and regression problems found in the recent literature. For the effective identification of the parameters of the artificial neural networks, a series of optimization techniques have been proposed in the relevant literature, which, although they present good results in many cases, either the optimization method used is not efficient and the training error of the network is trapped in sub-optimal values, or the neural network exhibits the phenomenon of overfitting which means that it has poor results when applied to data that was not present during the training. This paper proposes an innovative technique for constructing the weights of artificial neural networks based on appropriate BNF grammars, used in the evolutionary process of Grammatical Evolution. The new procedure locates an interval of values for the parameters of the artificial neural network, and the optimization method effectively locates the network parameters within this interval. The new technique was applied to a wide range of data classification and adaptation problems covering a number of scientific areas and the experimental results were more than promising.</jats:p>",Ioannis G. Tsoulos; Vasileios Charilogis,2,1,NA,100,Machine Learning
Big Data and Cognitive Computing,Metadata Suffices: Optimizer-Aware Fake Account Detection with Minimal Multimodal Input,2025-11-21,2025,10.3390/bdcc9120298,https://doi.org/10.3390/bdcc9120298,"<jats:p>Social media platforms are currently confronted with a substantial problem concerning the presence of fake accounts, which pose a threat by spreading harmful content, spam, and misinformation. This study aims to address the problem by differentiating between fake and real X accounts (formerly Twitter). The need to mitigate the negative impact of fake accounts on online communities serves as the driving force for this work, with the goal of developing an effective method for identifying fake accounts and their fraudulent activities, such as posting harmful links, engaging in spamming behaviors, and disrupting online communities. The scope of this work focuses specifically on fake Twitter account detection. A comprehensive approach is taken, leveraging user information and tweets to discern between genuine and fake accounts. Various deep learning architectures are proposed and implemented, utilizing different optimizers and evaluating performance metrics. The models are trained and tested using a collected dataset, augmented to cover diverse real-life scenarios. The results show promising progress in distinguishing between fake and real accounts, revealing that the inclusion of tweet content along with user metadata does not significantly improve the classification of fake accounts. It also highlights the importance of selecting appropriate optimizers. The implications of this study are relevant to social media platforms, users, and researchers. The findings provide insights into combating fake accounts and their fraudulent activities, contributing to the enhancement of online community safety. While the research is specific to Twitter, the methodology and insights gained may be potentially generalizable to other social media platforms.</jats:p>",Ziad Elgammal; Khaled Elgammal; Reda Alhajj,3,0,NA,41,Machine Learning
Big Data and Cognitive Computing,"Music Genre Classification Using Prosodic, Stylistic, Syntactic and Sentiment-Based Features",2025-11-19,2025,10.3390/bdcc9110296,https://doi.org/10.3390/bdcc9110296,"<jats:p>Romanian popular music has had a storied history across the last century and a half. Incorporating different influences at different times, today it boasts a wide range of both autochthonous and imported genres, such as traditional folk music, rock, rap, pop, and manele, to name a few. We aim to trace the linguistic differences between the lyrics of these genres using natural language processing and a computational linguistics approach by studying the prosodic, stylistic, syntactic, and sentiment-based features of each genre. For this purpose, we have crawled a dataset of ~14,000 Romanian songs from publicly available websites along with the user-provided genre labels, and characterized each song and each genre, respectively, with regard to these features, discussing similarities and differences. We improve on existing tools for Romanian language natural language processing by building a lexical analysis library well suited to song lyrics or poetry which encodes a set of 17 linguistic features. In addition, we build lexical analysis tools for profanity-based features and improve the SentiLex sentiment analysis library by manually rebalancing its lexemes to overcome the limitations introduced by it having been machine translated into Romanian. We estimate the accuracy gain using a benchmark Romanian sentiment analysis dataset and register a 25% increase in accuracy over the SentiLex baseline. The contribution is meant to describe the characteristics of the Romanian expression of autochthonous as well as international genres and provide technical support to researchers in natural language processing, musicology or the digital humanities in studying the lyrical content of Romanian music. We have released our data and code for research use.</jats:p>",Erik-Robert Kovacs; Stefan Baghiu,2,0,NA,16,Machine Learning
Big Data and Cognitive Computing,A Tabular Data Imputation Technique Using Transformer and Convolutional Neural Networks,2025-12-13,2025,10.3390/bdcc9120321,https://doi.org/10.3390/bdcc9120321,"<jats:p>Upstream processes strongly influence downstream analysis in sequential data-processing workflows, particularly in machine learning, where data quality directly affects model performance. Conventional statistical imputations often fail to capture nonlinear dependencies, while deep learning approaches typically lack uncertainty quantification. We introduce a hybrid imputation model that integrates a deep learning autoencoder with Convolutional Neural Network (CNN) layers and a Transformer-based contextual modeling architecture to address systematic variation across heterogeneous data sources. Performing multiple imputations in the autoencoder–transformer latent space and averaging representations provides implicit batch correction that suppresses context-specific remains without explicit batch identifiers. We performed experiments on datasets in which 10% of missing data was artificially introduced by completely random missing data (MCAR) and non-random missing data (MNAR) mechanisms. They demonstrated practical performance, jointly ranking first among the imputation methods evaluated. This imputation technique reduced the root mean square error (RMSE) by 50% compared to denoising autoencoders (DAE) and by 46% compared to iterative imputation (MICE). Performance was comparable for adversarial models (GAIN) and attention-based models (MIDA), and both provided interpretable uncertainty estimates (CV = 0.08–0.15). Validation on datasets from multiple sources confirmed the robustness of the technique: notably, on a forensic dataset from multiple laboratories, our imputation technique achieved a practical improvement over GAIN (0.146 vs. 0.189 RMSE), highlighting its effectiveness in mitigating batch effects.</jats:p>",Charlène Béatrice Bridge-Nduwimana; Salah Eddine El Harrauss; Aziza El Ouaazizi; Majid Benyakhlef,4,2,NA,58,Machine Learning
Big Data and Cognitive Computing,Semantic-Driven Approach for Validation of IoT Streaming Data in Trustable Smart City Decision-Making and Monitoring Systems,2025-4-21,2025,10.3390/bdcc9040108,https://doi.org/10.3390/bdcc9040108,"<jats:p>Ensuring the trustworthiness of data used in real-time analytics remains a critical challenge in smart city monitoring and decision-making. This is because the traditional data validation methods are insufficient for handling the dynamic and heterogeneous nature of Internet of Things (IoT) data streams. This paper describes a semantic IoT streaming data validation approach to provide a semantic IoT data model and process IoT streaming data with the semantic stream processing systems to check the quality requirements of IoT streams. The proposed approach enhances the understanding of smart city data while supporting real-time, data-driven decision-making and monitoring processes. A publicly available sensor dataset collected from a busy road in Milan city is constructed, annotated and semantically processed by the proposed approach and its architecture. The architecture, built on a robust semantic-based system, incorporates a reasoning technique based on forward rules, which is integrated within the semantic stream query processing system. It employs serialized Resource Description Framework (RDF) data formats to enhance stream expressiveness and enables the real-time validation of missing and inconsistent data streams within continuous sliding-window operations. The effectiveness of the approach is validated by deploying multiple RDF stream instances to the architecture before evaluating its accuracy and performance (in terms of reasoning time). The approach underscores the capability of semantic technology in sustaining the validation of IoT streaming data by accurately identifying up to 99% of inconsistent and incomplete streams in each streaming window. Also, it can maintain the performance of the semantic reasoning process in near real time. The approach provides an enhancement to data quality and credibility, capable of providing near-real-time decision support mechanisms for critical smart city applications, and facilitates accurate situational awareness across both the application and operational levels of the smart city.</jats:p>",Oluwaseun Bamgboye; Xiaodong Liu; Peter Cruickshank; Qi Liu,4,1,NA,37,Otros
Big Data and Cognitive Computing,Influence Mechanism of Rock Compressive Mechanical Properties Under Freeze-Thaw Cycles: Insights from Machine Learning,2025-12-16,2025,10.3390/bdcc9120323,https://doi.org/10.3390/bdcc9120323,"<jats:p>In plateau and high-altitude areas, freeze-thaw cycles often alter the uniaxial compressive strength (UCS) of rock, thereby impacting the stability of geotechnical engineering. Acquiring rock samples in these areas for UCS testing is often time-consuming and labor-intensive. This study developed a hybrid model based on the XGBoost algorithm to predict the UCS of rock under freeze-thaw conditions. First, a database was created containing longitudinal wave velocity (Vp), rock porosity (P), rock density (D), freezing temperature (T), number of freeze-thaw cycles (FTCs), and UCS. Four swarm intelligence optimization algorithms—artificial bee colony, Newton–Raphson, particle swarm optimization, and dung beetle optimization—were used to optimize the maximum iterations, depth, and learning rate of the XGBoost model, thereby enhancing model accuracy and developing four hybrid models. The four hybrid models were compared to a single XGBoost model and a random forest (RF) model to evaluate overall performance, and the optimal model was selected. The results demonstrate that all hybrid models outperform the single models. The XGBoost model optimized by the sparrow algorithm (R2 = 0.94, RMSE = 10.10, MAPE = 0.095, MAE = 7.22) performed best in predicting UCS. SHapley Additive exPlanations (SHAP) were used to assess the marginal contribution of each input variable to the UCS prediction of freeze-thawed rock. This study is expected to provide a reference for predicting the UCS of freeze-thawed rock using machine learning.</jats:p>",Shuai Gao; Zhongyuan Gu; Xin Xiong; Chengnian Wang,4,2,NA,46,Machine Learning
Big Data and Cognitive Computing,Fit Talks: Forecasting Fitness Awareness in Saudi Arabia Using Fine-Tuned Transformers,2025-1-23,2025,10.3390/bdcc9020020,https://doi.org/10.3390/bdcc9020020,"<jats:p>Understanding public sentiment on health and fitness is essential for addressing regional health challenges in Saudi Arabia. This research employs sentiment analysis to assess fitness awareness by analyzing content from the X platform (formerly Twitter), using a dataset called Saudi Aware, which includes 3593 posts related to fitness awareness. Preprocessing steps such as normalization, stop-word removal, and tokenization ensured high-quality data. The findings revealed that positive sentiments about fitness and health were more prevalent than negative ones, with posts across all sentiment categories being most common in the western region. However, the eastern region exhibited the highest percentage of positive sentiment, indicating a strong interest in fitness and health. For sentiment classification, we fine-tuned two transformer architectures—BERT and GPT—utilizing three BERT-based models (AraBERT, MARBERT, CAMeLBERT) and GPT-3.5. These findings provide valuable insights into Saudi Arabian attitudes toward fitness and health, offering actionable information for public health campaigns and initiatives.</jats:p>",Nora Alturayeif; Deemah Alqahtani; Sumayh S. Aljameel; Najla Almajed; Lama Alshehri; Nourah Aldhuwaihi; Madawi Alhadyan; Nouf Aldakheel,8,0,NA,28,IA Generativa
Big Data and Cognitive Computing,Highway Accident Hotspot Identification Based on the Fusion of Remote Sensing Imagery and Traffic Flow Information,2025-11-10,2025,10.3390/bdcc9110283,https://doi.org/10.3390/bdcc9110283,"<jats:p>Traffic safety is a critical issue in highway operation management, where accurate identification of accident hotspots enables proactive risk prevention and facility optimization. Traditional methods relying on historical statistics often fail to capture macro-level environmental patterns and micro-level dynamic variations. To address this challenge, we propose a Dual-Branch Feature Adaptive Gated Fusion Network (DFAGF-Net) that integrates satellite remote sensing imagery with traffic flow time-series data. The framework consists of three components: the Global Contextual Aggregation Network (GCA-Net) for capturing macro spatial layouts from remote sensing imagery, a Sequential Gated Recurrent Unit Attention Network (Seq-GRUAttNet) for modeling dynamic traffic flow with temporal attention, and a Hybrid Feature Adaptive Module (HFA-Module) for adaptive cross-modal feature fusion. Experimental results demonstrate that the DFAGF-Net achieves superior performance in accident hotspot recognition. Specifically, GCA-Net achieves an accuracy of 84.59% on satellite imagery, while Seq-GRUAttNet achieves an accuracy of 82.51% on traffic flow data. With the incorporation of the HFA-Module, the overall performance is further improved, reaching an accuracy of 90.21% and an F1-score of 0.92, which is significantly better than traditional concatenation or additive fusion methods. Ablation studies confirm the effectiveness of each component, while comparisons with state-of-the-art models demonstrate superior classification accuracy and generalization. Furthermore, model interpretability analysis reveals that curved highway alignments, roadside greenery, and varying traffic conditions across time are major contributors to accident hotspot formation. By accurately locating high-risk segments, DFAGF-Net provides valuable decision support for proactive traffic safety management and targeted infrastructure optimization.</jats:p>",Jun Jing; Wentong Guo; Congcong Bai; Sheng Jin,4,0,NA,32,Machine Learning
Big Data and Cognitive Computing,"Neural Network IDS/IPS Intrusion Detection and Prevention System with Adaptive Online Training to Improve Corporate Network Cybersecurity, Evidence Recording, and Interaction with Law Enforcement Agencies",2025-10-22,2025,10.3390/bdcc9110267,https://doi.org/10.3390/bdcc9110267,"<jats:p>Thise article examines the reliable online detection and IDS/IPS intrusion prevention in dynamic corporate networks problems, where traditional signature-based methods fail to keep pace with new and evolving attacks, and streaming data is susceptible to drift and targeted “poisoning” of the training dataset. As a solution, we propose a hybrid neural network system with adaptive online training, a formal minimax false-positive control framework, and a robustness mechanism set (a Huber model, pruned learning rate, DRO, a gradient-norm regularizer, and a prioritized replay). In practice, the system combines modal encoders for traffic, logs, and metrics; a temporal GNN for entity correlation; a variational module for uncertainty assessment; a differentiable symbolic unit for logical rules; an RL agent for incident prioritization; and an NLG module for explanations and the preparation of forensically relevant artifacts. In this case, the applied components are connected via a cognitive layer (cross-modal fusion memory), a Bayesian-neural network fuser, and a single multi-task loss function. The practical implementation includes the pipeline “novelty detection → active labelling → incremental supervised update” and chain-of-custody mechanisms for evidential fitness. A significant improvement in quality has been experimentally demonstrated, since the developed system achieves an ROC AUC of 0.96, an F1-score of 0.95, and a significantly lower FPR compared to basic architectures (MLP, CNN, and LSTM). In applied validation tasks, detection rates of ≈92–94% and resistance to distribution drift are noted.</jats:p>",Serhii Vladov; Victoria Vysotska; Svitlana Vashchenko; Serhii Bolvinov; Serhii Glubochenko; Andrii Repchonok; Maksym Korniienko; Mariia Nazarkevych; Ruslan Herasymchuk,9,1,NA,88,Machine Learning
Big Data and Cognitive Computing,Real-Time Image Semantic Segmentation Based on Improved DeepLabv3+ Network,2025-6-6,2025,10.3390/bdcc9060152,https://doi.org/10.3390/bdcc9060152,"<jats:p>To improve the performance of the image semantic segmentation algorithm and make the algorithm achieve a better balance between accuracy and real-time performance when segmenting images, this paper proposes a real-time image semantic segmentation model based on an improved DeepLabv3+ network. First, the MobileNetV2 model with less computational overhead and number of parameters is selected as the backbone network to improve the segmentation speed; then, the Feature Enhancement Module (FEM) is introduced to several shallow features with different scale sizes in MobileNetV2, and then these shallow features are fused to improve the utilization rate of the model encoder on the edge information, to retain more detailed information and to improve the network’s feature representation ability for complex scenes; finally, to address the problem that the output feature maps of Atrous Spatial Pyramid Pooling (ASPP) module do not pay enough attention to detailed information after merging, the FEM attention mechanism is introduced on the feature maps processed by the ASPP module. The algorithm in this study achieves 76.45% for mean intersection over union (mIoU) accuracy with 29.18 FPS real-time performance in the PASCAL VOC2012 Augmented dataset; and 37.31% mIoU accuracy with 23.31 FPS real-time performance in the ADE20K dataset. The experimental results show that the algorithm in this study achieves a good balance between accuracy and real-time performance, and its image semantic segmentation performance is significantly improved compared to DeepLabv3+ and other existing algorithms.</jats:p>",Peibo Li; Jiangwu Zhou; Xiaohua Xu,3,4,NA,24,Otros
Big Data and Cognitive Computing,Cognitive Computing with Large Language Models for Student Assessment Feedback,2025-4-23,2025,10.3390/bdcc9050112,https://doi.org/10.3390/bdcc9050112,"<jats:p>Effective student feedback is fundamental to enhancing learning outcomes in higher education. While traditional assessment methods emphasise both achievements and development areas, the process remains time-intensive for educators. This research explores the application of cognitive computing, specifically open-source Large Language Models (LLMs) Mistral-7B and CodeLlama-7B, to streamline feedback generation for student reports containing both Python programming elements and English narrative content. The findings indicate that these models can provide contextually appropriate feedback on both technical Python coding and English specification and documentation. They effectively identified coding weaknesses and provided constructive suggestions for improvement, as well as insightful feedback on English language quality, structure, and clarity in report writing. These results contribute to the growing body of knowledge on automated assessment feedback in higher education, offering practical insights for institutions considering the implementation of open-source LLMs in their workflows. There are around 22 thousand assessment submissions per year in the School of Computer Science, which is one of eight schools in the Faculty of Engineering and Physical Sciences, which is one of seven faculties in the University of Leeds, which is one of one hundred and sixty-six universities in the UK, so there is clear potential for our methods to scale up to millions of assessment submissions. This study also examines the limitations of current approaches and proposes potential enhancements. The findings support a hybrid system where cognitive computing manages routine tasks and educators focus on complex, personalised evaluations, enhancing feedback quality, consistency, and efficiency in educational settings.</jats:p>",Noorhan Abbas; Eric Atwell,2,6,NA,23,IA Generativa
Big Data and Cognitive Computing,"Correction: Jiang et al. Assessing the Transformation of Armed Conflict Types: A Dynamic Approach. Big Data Cogn. Comput. 2025, 9, 123",2025-10-24,2025,10.3390/bdcc9110269,https://doi.org/10.3390/bdcc9110269,<jats:p>There was an error in the original publication [...]</jats:p>,Dong Jiang; Jun Zhuo; Peiwei Fan; Fangyu Ding; Mengmeng Hao; Shuai Chen; Jiping Dong; Jiajie Wu,8,0,NA,1,Otros
Big Data and Cognitive Computing,Design of an Efficient Model for Psychological Disease Analysis and Prediction Using Machine Learning and Genomic Data Samples,2025-2-20,2025,10.3390/bdcc9030049,https://doi.org/10.3390/bdcc9030049,"<jats:p>There is a rapid growth in mental disorders, thus leading to a pressing demand for more sophisticated diagnosis techniques. Clinical assessments and symptomatic analyses for traditional diagnostics suffer from subjectivity, delayed diagnosis, and specificity deficiencies. Therefore, this study developed the Psychological Disorders Machine Learning Genomic (PDMLG) model as an amalgamation of genetic algorithms and machine learning techniques in a predictive analysis model using genomic data samples. The two central components of the PDMLG model include the Genomic Fusion Model, which uses ensemble learning techniques like Random Forest, Gradient Boosting, and Neural Networks, and Deep Learning Model of Convolutional and Recurrent Neural Networks in processing genomic sequence data samples. The model enhanced the disease classification and early detection where the model achieved improvement in precision, recall, and specificity by 3.5% to 9.4% compared to the baseline methods Near Neighbor-Boundary Enlargement (NNBE), Collaborative Mmatrix Factorization based on Correntropy (LDCMFC), and Microsatellite Instability (MSI). The area under the curve of this model is up to 94.95%, which reflects the model’s robust performance on a variety of diseases like Schizophrenia, Bipolar Disorders, and Alzheimer’s. In addition, the PDMLG model can indicate important genetic markers, and this is vital for understanding the genetic basis of psychological conditions that may be diagnosed early and treatment plans prepared in advance for this process. This is a step forward in personalized medicine, which could revolutionize clinical practice in mental disorders diagnostics. This would not be substituted for the established psychological or doctor evaluations. However, it was considered a complementary tool auxiliary for the professional know-how and gives data-related insights that the professional should corroborate for this.</jats:p>",Alparthi Kumuda; Saroj Kumar Panigrahy,2,2,NA,41,Machine Learning
Big Data and Cognitive Computing,ChatGPT’s Impact Across Sectors: A Systematic Review of Key Themes and Challenges,2025-2-28,2025,10.3390/bdcc9030056,https://doi.org/10.3390/bdcc9030056,"<jats:p>This paper critically examines the expanding body of literature on ChatGPT, a transformative AI tool with widespread global adoption. By categorising research into six key themes—sustainability, health, education, work, social media, and energy—it explores ChatGPT’s versatility, benefits, and challenges. The findings highlight its potential to enhance productivity, streamline workflows, and improve access to knowledge while also revealing critical limitations, including high energy consumption, informational inaccuracies, and ethical concerns. The paper underscores the need for robust regulatory frameworks, sustainable AI practices, and interdisciplinary collaboration to optimise benefits while mitigating risks. Future research should focus on improving ChatGPT’s reliability, inclusivity, and environmental sustainability to ensure its responsible integration across diverse sectors.</jats:p>",Hussam Hussein; Madelina Gordon; Cameron Hodgkinson; Robert Foreman; Sumaya Wagad,5,11,NA,32,IA Generativa
Big Data and Cognitive Computing,"Subjective Assessment of a Built Environment by ChatGPT, Gemini and Grok: Comparison with Architecture, Engineering and Construction Expert Perception",2025-4-14,2025,10.3390/bdcc9040100,https://doi.org/10.3390/bdcc9040100,"<jats:p>The emergence of Multimodal Large Language Models (MLLMs) has made methods of artificial intelligence accessible to the general public in a conversational way. It offers tools for the automated visual assessment of the quality of a built environment for professionals of urban planning without requiring specific technical knowledge on computing. We investigated the capability of MLLMs to perceive urban environments based on images and textual prompts. We compared the outputs of several popular models—ChatGPT, Gemini and Grok—to the visual assessment of experts in Architecture, Engineering and Construction (AEC) in the context of a real estate construction project. Our analysis was based on subjective attributes proposed to characterize various aspects of a built environment. Four urban identities served as case studies, set in a virtual environment designed using professional 3D models. We found that there can be an alignment between human and AI evaluation on some aspects such as space and scale and architectural style, and more general accordance in environments with vegetation. However, there were noticeable differences in response patterns between the AIs and AEC experts, particularly concerning subjective aspects such as the general emotional resonance of specific urban identities. It raises questions regarding the hallucinations of generative AI where the AI invents information and behaves creatively but its outputs are not accurate.</jats:p>",Rachid Belaroussi,1,15,NA,28,IA Generativa
Big Data and Cognitive Computing,Pyramidal Predictive Network V2: An Improved Predictive Architecture and Training Strategies for Future Perception Prediction,2025-3-28,2025,10.3390/bdcc9040079,https://doi.org/10.3390/bdcc9040079,"<jats:p>In this paper, we propose an improved version of the Pyramidal Predictive Network (PPNV2), a theoretical framework inspired by predictive coding, which addresses the limitations of its predecessor (PPNV1) in the task of future perception prediction. While PPNV1 employed a temporal pyramid architecture and demonstrated promising results, its innate signal processing led to aliasing in the prediction, restricting its application in robotic navigation. We analyze the signal dissemination and characteristic artifacts of PPNV1 and introduce architectural enhancements and training strategies to mitigate these issues. The improved architecture focuses on optimizing information dissemination and reducing aliasing in neural networks. We redesign the downsampling and upsampling components to enable the network to construct images more effectively from low-frequency-input Fourier features, replacing the simple concatenation of different inputs in the previous version. Furthermore, we refine the training strategies to alleviate input inconsistency during training and testing phases. The enhanced model exhibits increased interpretability, stronger prediction accuracy, and improved quality of predictions. The proposed PPNV2 offers a more robust and efficient approach to future video-frame prediction, overcoming the limitations of its predecessor and expanding its potential applications in various robotic domains, including pedestrian prediction, vehicle prediction, and navigation.</jats:p>",Chaofan Ling; Junpei Zhong; Weihua Li; Ran Dong; Mingjun Dai,5,0,NA,57,Machine Learning
Big Data and Cognitive Computing,A Novel Framework for Evaluating Polarization in Online Social Networks,2025-9-1,2025,10.3390/bdcc9090227,https://doi.org/10.3390/bdcc9090227,"<jats:p>In online communities, polarization refers to the phenomenon in which individuals become more divided and extreme in their opinions due to their exposure to specific content. In this paper, we present a network-based framework for evaluating polarization levels in Online Social Networks (OSNs). Starting from a dataset of comments, our framework creates a network of user interactions and leverages the Louvain algorithm, the Rao’s Quadratic Entropy, and ego networks to assess the polarization level of communities and the most influential users. To test our framework, we leveraged a dataset of tweets about climate change. After performing Extraction, Transformation and Loading activities on the dataset, we evaluated its labels, identified communities, and analyzed their polarization level and that of the most influential users. We also analyzed the ego networks of believers and deniers and the aggressiveness of the corresponding tweets. Our analysis revealed the existence of polarized communities and homophily among the most influential users. It also showed that the type of communication used to disseminate information influences the polarization level of both communities and individual users. These results demonstrate our framework’s ability to support the polarization analysis in OSNs.</jats:p>",Christopher Buratti; Michele Marchetti; Federica Parlapiano; Domenico Ursino; Luca Virgili,5,0,NA,70,Otros
